id,atk,def,sta,percent,,,,,,,,
"12,8,7",12,08,07,60,,12,08,07,120807,120807,120807,12;08;07
"12,8,6",12,08,06,58,,12,08,06,120806,120806,120806,12;08;06
"12,8,5",12,08,05,56,,12,08,05,120805,120805,120805,12;08;05
"12,8,4",12,08,04,53,,12,08,04,120804,120804,120804,12;08;04
"12,8,3",12,08,03,51,,12,08,03,120803,120803,120803,12;08;03
"12,8,2",12,08,02,49,,12,08,02,120802,120802,120802,12;08;02
"12,8,1",12,08,01,47,,12,08,01,120801,120801,120801,12;08;01
"12,8,0",12,08,00,44,,12,08,00,120800,120800,120800,12;08;00
"12,7,15",12,07,15,76,,12,07,15,120715,120715,120715,12;07;15
"12,7,14",12,07,14,73,,12,07,14,120714,120714,120714,12;07;14
"12,7,13",12,07,13,71,,12,07,13,120713,120713,120713,12;07;13
"12,7,12",12,07,12,69,,12,07,12,120712,120712,120712,12;07;12
"12,7,11",12,07,11,67,,12,07,11,120711,120711,120711,12;07;11
"12,7,10",12,07,10,64,,12,07,10,120710,120710,120710,12;07;10
"12,7,9",12,07,09,62,,12,07,09,120709,120709,120709,12;07;09
"12,7,8",12,07,08,60,,12,07,08,120708,120708,120708,12;07;08
"12,7,7",12,07,07,58,,12,07,07,120707,120707,120707,12;07;07
"12,7,6",12,07,06,56,,12,07,06,120706,120706,120706,12;07;06
"12,7,5",12,07,05,53,,12,07,05,120705,120705,120705,12;07;05
"12,7,4",12,07,04,51,,12,07,04,120704,120704,120704,12;07;04
"12,7,3",12,07,03,49,,12,07,03,120703,120703,120703,12;07;03
"12,7,2",12,07,02,47,,12,07,02,120702,120702,120702,12;07;02
"12,7,1",12,07,01,44,,12,07,01,120701,120701,120701,12;07;01
"12,7,0",12,07,00,42,,12,07,00,120700,120700,120700,12;07;00
"12,6,15",12,06,15,73,,12,06,15,120615,120615,120615,12;06;15
"12,6,14",12,06,14,71,,12,06,14,120614,120614,120614,12;06;14
"12,6,13",12,06,13,69,,12,06,13,120613,120613,120613,12;06;13
"12,6,12",12,06,12,67,,12,06,12,120612,120612,120612,12;06;12
"12,6,11",12,06,11,64,,12,06,11,120611,120611,120611,12;06;11
"12,6,10",12,06,10,62,,12,06,10,120610,120610,120610,12;06;10
"12,6,9",12,06,09,60,,12,06,09,120609,120609,120609,12;06;09
"12,6,8",12,06,08,58,,12,06,08,120608,120608,120608,12;06;08
"12,6,7",12,06,07,56,,12,06,07,120607,120607,120607,12;06;07
"12,6,6",12,06,06,53,,12,06,06,120606,120606,120606,12;06;06
"12,6,5",12,06,05,51,,12,06,05,120605,120605,120605,12;06;05
"12,6,4",12,06,04,49,,12,06,04,120604,120604,120604,12;06;04
"12,6,3",12,06,03,47,,12,06,03,120603,120603,120603,12;06;03
"12,6,2",12,06,02,44,,12,06,02,120602,120602,120602,12;06;02
"12,6,1",12,06,01,42,,12,06,01,120601,120601,120601,12;06;01
"12,6,0",12,06,00,40,,12,06,00,120600,120600,120600,12;06;00
"12,5,15",12,05,15,71,,12,05,15,120515,120515,120515,12;05;15
"12,5,14",12,05,14,69,,12,05,14,120514,120514,120514,12;05;14
"12,5,13",12,05,13,67,,12,05,13,120513,120513,120513,12;05;13
"12,5,12",12,05,12,64,,12,05,12,120512,120512,120512,12;05;12
"12,5,11",12,05,11,62,,12,05,11,120511,120511,120511,12;05;11
"12,5,10",12,05,10,60,,12,05,10,120510,120510,120510,12;05;10
"12,5,9",12,05,09,58,,12,05,09,120509,120509,120509,12;05;09
"12,5,8",12,05,08,56,,12,05,08,120508,120508,120508,12;05;08
"12,5,7",12,05,07,53,,12,05,07,120507,120507,120507,12;05;07
"12,5,6",12,05,06,51,,12,05,06,120506,120506,120506,12;05;06
"12,5,5",12,05,05,49,,12,05,05,120505,120505,120505,12;05;05
"12,5,4",12,05,04,47,,12,05,04,120504,120504,120504,12;05;04
"12,5,3",12,05,03,44,,12,05,03,120503,120503,120503,12;05;03
"12,5,2",12,05,02,42,,12,05,02,120502,120502,120502,12;05;02
"12,5,1",12,05,01,40,,12,05,01,120501,120501,120501,12;05;01
"12,5,0",12,05,00,38,,12,05,00,120500,120500,120500,12;05;00
"12,4,15",12,04,15,69,,12,04,15,120415,120415,120415,12;04;15
"12,4,14",12,04,14,67,,12,04,14,120414,120414,120414,12;04;14
"12,4,13",12,04,13,64,,12,04,13,120413,120413,120413,12;04;13
"12,4,12",12,04,12,62,,12,04,12,120412,120412,120412,12;04;12
"12,4,11",12,04,11,60,,12,04,11,120411,120411,120411,12;04;11
"12,4,10",12,04,10,58,,12,04,10,120410,120410,120410,12;04;10
"12,4,9",12,04,09,56,,12,04,09,120409,120409,120409,12;04;09
"12,4,8",12,04,08,53,,12,04,08,120408,120408,120408,12;04;08
"12,4,7",12,04,07,51,,12,04,07,120407,120407,120407,12;04;07
"12,4,6",12,04,06,49,,12,04,06,120406,120406,120406,12;04;06
"12,4,5",12,04,05,47,,12,04,05,120405,120405,120405,12;04;05
"12,4,4",12,04,04,44,,12,04,04,120404,120404,120404,12;04;04
"12,4,3",12,04,03,42,,12,04,03,120403,120403,120403,12;04;03
"12,4,2",12,04,02,40,,12,04,02,120402,120402,120402,12;04;02
"12,4,1",12,04,01,38,,12,04,01,120401,120401,120401,12;04;01
"12,4,0",12,04,00,36,,12,04,00,120400,120400,120400,12;04;00
"12,3,15",12,03,15,67,,12,03,15,120315,120315,120315,12;03;15
"12,3,14",12,03,14,64,,12,03,14,120314,120314,120314,12;03;14
"12,3,13",12,03,13,62,,12,03,13,120313,120313,120313,12;03;13
"12,3,12",12,03,12,60,,12,03,12,120312,120312,120312,12;03;12
"12,3,11",12,03,11,58,,12,03,11,120311,120311,120311,12;03;11
"12,3,10",12,03,10,56,,12,03,10,120310,120310,120310,12;03;10
"12,3,9",12,03,09,53,,12,03,09,120309,120309,120309,12;03;09
"12,3,8",12,03,08,51,,12,03,08,120308,120308,120308,12;03;08
"12,3,7",12,03,07,49,,12,03,07,120307,120307,120307,12;03;07
"12,3,6",12,03,06,47,,12,03,06,120306,120306,120306,12;03;06
"12,3,5",12,03,05,44,,12,03,05,120305,120305,120305,12;03;05
"12,3,4",12,03,04,42,,12,03,04,120304,120304,120304,12;03;04
"12,3,3",12,03,03,40,,12,03,03,120303,120303,120303,12;03;03
"12,3,2",12,03,02,38,,12,03,02,120302,120302,120302,12;03;02
"12,3,1",12,03,01,36,,12,03,01,120301,120301,120301,12;03;01
"12,3,0",12,03,00,33,,12,03,00,120300,120300,120300,12;03;00
"12,2,15",12,02,15,64,,12,02,15,120215,120215,120215,12;02;15
"12,2,14",12,02,14,62,,12,02,14,120214,120214,120214,12;02;14
"12,2,13",12,02,13,60,,12,02,13,120213,120213,120213,12;02;13
"12,2,12",12,02,12,58,,12,02,12,120212,120212,120212,12;02;12
"12,2,11",12,02,11,56,,12,02,11,120211,120211,120211,12;02;11
"12,2,10",12,02,10,53,,12,02,10,120210,120210,120210,12;02;10
"12,2,9",12,02,09,51,,12,02,09,120209,120209,120209,12;02;09
"12,2,8",12,02,08,49,,12,02,08,120208,120208,120208,12;02;08
"12,2,7",12,02,07,47,,12,02,07,120207,120207,120207,12;02;07
"12,2,6",12,02,06,44,,12,02,06,120206,120206,120206,12;02;06
"12,2,5",12,02,05,42,,12,02,05,120205,120205,120205,12;02;05
"12,2,4",12,02,04,40,,12,02,04,120204,120204,120204,12;02;04
"12,2,3",12,02,03,38,,12,02,03,120203,120203,120203,12;02;03
"12,2,2",12,02,02,36,,12,02,02,120202,120202,120202,12;02;02
"12,2,1",12,02,01,33,,12,02,01,120201,120201,120201,12;02;01
"12,2,0",12,02,00,31,,12,02,00,120200,120200,120200,12;02;00
"12,1,15",12,01,15,62,,12,01,15,120115,120115,120115,12;01;15
"12,1,14",12,01,14,60,,12,01,14,120114,120114,120114,12;01;14
"12,1,13",12,01,13,58,,12,01,13,120113,120113,120113,12;01;13
"12,1,12",12,01,12,56,,12,01,12,120112,120112,120112,12;01;12
"12,1,11",12,01,11,53,,12,01,11,120111,120111,120111,12;01;11
"12,1,10",12,01,10,51,,12,01,10,120110,120110,120110,12;01;10
"12,1,9",12,01,09,49,,12,01,09,120109,120109,120109,12;01;09
"12,1,8",12,01,08,47,,12,01,08,120108,120108,120108,12;01;08
"12,1,7",12,01,07,44,,12,01,07,120107,120107,120107,12;01;07
"12,1,6",12,01,06,42,,12,01,06,120106,120106,120106,12;01;06
"12,1,5",12,01,05,40,,12,01,05,120105,120105,120105,12;01;05
"12,1,4",12,01,04,38,,12,01,04,120104,120104,120104,12;01;04
"12,1,3",12,01,03,36,,12,01,03,120103,120103,120103,12;01;03
"12,1,2",12,01,02,33,,12,01,02,120102,120102,120102,12;01;02
"12,1,1",12,01,01,31,,12,01,01,120101,120101,120101,12;01;01
"12,1,0",12,01,00,29,,12,01,00,120100,120100,120100,12;01;00
"12,0,15",12,00,15,60,,12,00,15,120015,120015,120015,12;00;15
"12,0,14",12,00,14,58,,12,00,14,120014,120014,120014,12;00;14
"12,0,13",12,00,13,56,,12,00,13,120013,120013,120013,12;00;13
"12,0,12",12,00,12,53,,12,00,12,120012,120012,120012,12;00;12
"12,0,11",12,00,11,51,,12,00,11,120011,120011,120011,12;00;11
"12,0,10",12,00,10,49,,12,00,10,120010,120010,120010,12;00;10
"12,0,9",12,00,09,47,,12,00,09,120009,120009,120009,12;00;09
"12,0,8",12,00,08,44,,12,00,08,120008,120008,120008,12;00;08
"12,0,7",12,00,07,42,,12,00,07,120007,120007,120007,12;00;07
"12,0,6",12,00,06,40,,12,00,06,120006,120006,120006,12;00;06
"12,0,5",12,00,05,38,,12,00,05,120005,120005,120005,12;00;05
"12,0,4",12,00,04,36,,12,00,04,120004,120004,120004,12;00;04
"12,0,3",12,00,03,33,,12,00,03,120003,120003,120003,12;00;03
"12,0,2",12,00,02,31,,12,00,02,120002,120002,120002,12;00;02
"12,0,1",12,00,01,29,,12,00,01,120001,120001,120001,12;00;01
"12,0,0",12,00,00,27,,12,00,00,120000,120000,120000,12;00;00
"11,15,15",11,15,15,91,,11,15,15,111515,111515,111515,11;15;15
"11,15,14",11,15,14,89,,11,15,14,111514,111514,111514,11;15;14
"11,15,13",11,15,13,87,,11,15,13,111513,111513,111513,11;15;13
"11,15,12",11,15,12,84,,11,15,12,111512,111512,111512,11;15;12
"11,15,11",11,15,11,82,,11,15,11,111511,111511,111511,11;15;11
"11,15,10",11,15,10,80,,11,15,10,111510,111510,111510,11;15;10
"11,15,9",11,15,09,78,,11,15,09,111509,111509,111509,11;15;09
"11,15,8",11,15,08,76,,11,15,08,111508,111508,111508,11;15;08
"11,15,7",11,15,07,73,,11,15,07,111507,111507,111507,11;15;07
"11,15,6",11,15,06,71,,11,15,06,111506,111506,111506,11;15;06
"11,15,5",11,15,05,69,,11,15,05,111505,111505,111505,11;15;05
"11,15,4",11,15,04,67,,11,15,04,111504,111504,111504,11;15;04
"11,15,3",11,15,03,64,,11,15,03,111503,111503,111503,11;15;03
"11,15,2",11,15,02,62,,11,15,02,111502,111502,111502,11;15;02
"11,15,1",11,15,01,60,,11,15,01,111501,111501,111501,11;15;01
"11,15,0",11,15,00,58,,11,15,00,111500,111500,111500,11;15;00
"11,14,15",11,14,15,89,,11,14,15,111415,111415,111415,11;14;15
"11,14,14",11,14,14,87,,11,14,14,111414,111414,111414,11;14;14
"11,14,13",11,14,13,84,,11,14,13,111413,111413,111413,11;14;13
"11,14,12",11,14,12,82,,11,14,12,111412,111412,111412,11;14;12
"11,14,11",11,14,11,80,,11,14,11,111411,111411,111411,11;14;11
"11,14,10",11,14,10,78,,11,14,10,111410,111410,111410,11;14;10
"11,14,9",11,14,09,76,,11,14,09,111409,111409,111409,11;14;09
"11,14,8",11,14,08,73,,11,14,08,111408,111408,111408,11;14;08
"11,14,7",11,14,07,71,,11,14,07,111407,111407,111407,11;14;07
"11,14,6",11,14,06,69,,11,14,06,111406,111406,111406,11;14;06
"11,14,5",11,14,05,67,,11,14,05,111405,111405,111405,11;14;05
"11,14,4",11,14,04,64,,11,14,04,111404,111404,111404,11;14;04
"11,14,3",11,14,03,62,,11,14,03,111403,111403,111403,11;14;03
"11,14,2",11,14,02,60,,11,14,02,111402,111402,111402,11;14;02
"11,14,1",11,14,01,58,,11,14,01,111401,111401,111401,11;14;01
"11,14,0",11,14,00,56,,11,14,00,111400,111400,111400,11;14;00
"11,13,15",11,13,15,87,,11,13,15,111315,111315,111315,11;13;15
"11,13,14",11,13,14,84,,11,13,14,111314,111314,111314,11;13;14
"11,13,13",11,13,13,82,,11,13,13,111313,111313,111313,11;13;13
"11,13,12",11,13,12,80,,11,13,12,111312,111312,111312,11;13;12
"11,13,11",11,13,11,78,,11,13,11,111311,111311,111311,11;13;11
"11,13,10",11,13,10,76,,11,13,10,111310,111310,111310,11;13;10
"11,13,9",11,13,09,73,,11,13,09,111309,111309,111309,11;13;09
"11,13,8",11,13,08,71,,11,13,08,111308,111308,111308,11;13;08
"11,13,7",11,13,07,69,,11,13,07,111307,111307,111307,11;13;07
"11,13,6",11,13,06,67,,11,13,06,111306,111306,111306,11;13;06
"11,13,5",11,13,05,64,,11,13,05,111305,111305,111305,11;13;05
"11,13,4",11,13,04,62,,11,13,04,111304,111304,111304,11;13;04
"11,13,3",11,13,03,60,,11,13,03,111303,111303,111303,11;13;03
"11,13,2",11,13,02,58,,11,13,02,111302,111302,111302,11;13;02
"11,13,1",11,13,01,56,,11,13,01,111301,111301,111301,11;13;01
"11,13,0",11,13,00,53,,11,13,00,111300,111300,111300,11;13;00
"11,12,15",11,12,15,84,,11,12,15,111215,111215,111215,11;12;15
"11,12,14",11,12,14,82,,11,12,14,111214,111214,111214,11;12;14
"11,12,13",11,12,13,80,,11,12,13,111213,111213,111213,11;12;13
"11,12,12",11,12,12,78,,11,12,12,111212,111212,111212,11;12;12
"11,12,11",11,12,11,76,,11,12,11,111211,111211,111211,11;12;11
"11,12,10",11,12,10,73,,11,12,10,111210,111210,111210,11;12;10
"11,12,9",11,12,09,71,,11,12,09,111209,111209,111209,11;12;09
"11,12,8",11,12,08,69,,11,12,08,111208,111208,111208,11;12;08
"11,12,7",11,12,07,67,,11,12,07,111207,111207,111207,11;12;07
"11,12,6",11,12,06,64,,11,12,06,111206,111206,111206,11;12;06
"11,12,5",11,12,05,62,,11,12,05,111205,111205,111205,11;12;05
"11,12,4",11,12,04,60,,11,12,04,111204,111204,111204,11;12;04
"11,12,3",11,12,03,58,,11,12,03,111203,111203,111203,11;12;03
"11,12,2",11,12,02,56,,11,12,02,111202,111202,111202,11;12;02
"11,12,1",11,12,01,53,,11,12,01,111201,111201,111201,11;12;01
"11,12,0",11,12,00,51,,11,12,00,111200,111200,111200,11;12;00
"11,11,15",11,11,15,82,,11,11,15,111115,111115,111115,11;11;15
"11,11,14",11,11,14,80,,11,11,14,111114,111114,111114,11;11;14
"11,11,13",11,11,13,78,,11,11,13,111113,111113,111113,11;11;13
"11,11,12",11,11,12,76,,11,11,12,111112,111112,111112,11;11;12
"11,11,11",11,11,11,73,,11,11,11,111111,111111,111111,11;11;11
"11,11,10",11,11,10,71,,11,11,10,111110,111110,111110,11;11;10
"11,11,9",11,11,09,69,,11,11,09,111109,111109,111109,11;11;09
"11,11,8",11,11,08,67,,11,11,08,111108,111108,111108,11;11;08
"11,11,7",11,11,07,64,,11,11,07,111107,111107,111107,11;11;07
"11,11,6",11,11,06,62,,11,11,06,111106,111106,111106,11;11;06
"11,11,5",11,11,05,60,,11,11,05,111105,111105,111105,11;11;05
"11,11,4",11,11,04,58,,11,11,04,111104,111104,111104,11;11;04
"11,11,3",11,11,03,56,,11,11,03,111103,111103,111103,11;11;03
"11,11,2",11,11,02,53,,11,11,02,111102,111102,111102,11;11;02
"11,11,1",11,11,01,51,,11,11,01,111101,111101,111101,11;11;01
"11,11,0",11,11,00,49,,11,11,00,111100,111100,111100,11;11;00
"11,10,15",11,10,15,80,,11,10,15,111015,111015,111015,11;10;15
"11,10,14",11,10,14,78,,11,10,14,111014,111014,111014,11;10;14
"11,10,13",11,10,13,76,,11,10,13,111013,111013,111013,11;10;13
"11,10,12",11,10,12,73,,11,10,12,111012,111012,111012,11;10;12
"11,10,11",11,10,11,71,,11,10,11,111011,111011,111011,11;10;11
"11,10,10",11,10,10,69,,11,10,10,111010,111010,111010,11;10;10
"11,10,9",11,10,09,67,,11,10,09,111009,111009,111009,11;10;09
"11,10,8",11,10,08,64,,11,10,08,111008,111008,111008,11;10;08
"11,10,7",11,10,07,62,,11,10,07,111007,111007,111007,11;10;07
"11,10,6",11,10,06,60,,11,10,06,111006,111006,111006,11;10;06
"11,10,5",11,10,05,58,,11,10,05,111005,111005,111005,11;10;05
"11,10,4",11,10,04,56,,11,10,04,111004,111004,111004,11;10;04
"11,10,3",11,10,03,53,,11,10,03,111003,111003,111003,11;10;03
"11,10,2",11,10,02,51,,11,10,02,111002,111002,111002,11;10;02
"11,10,1",11,10,01,49,,11,10,01,111001,111001,111001,11;10;01
"11,10,0",11,10,00,47,,11,10,00,111000,111000,111000,11;10;00
"11,9,15",11,09,15,78,,11,09,15,110915,110915,110915,11;09;15
"11,9,14",11,09,14,76,,11,09,14,110914,110914,110914,11;09;14
"11,9,13",11,09,13,73,,11,09,13,110913,110913,110913,11;09;13
"11,9,12",11,09,12,71,,11,09,12,110912,110912,110912,11;09;12
"11,9,11",11,09,11,69,,11,09,11,110911,110911,110911,11;09;11
"11,9,10",11,09,10,67,,11,09,10,110910,110910,110910,11;09;10
"11,9,9",11,09,09,64,,11,09,09,110909,110909,110909,11;09;09
"11,9,8",11,09,08,62,,11,09,08,110908,110908,110908,11;09;08
"11,9,7",11,09,07,60,,11,09,07,110907,110907,110907,11;09;07
"11,9,6",11,09,06,58,,11,09,06,110906,110906,110906,11;09;06
"11,9,5",11,09,05,56,,11,09,05,110905,110905,110905,11;09;05
"11,9,4",11,09,04,53,,11,09,04,110904,110904,110904,11;09;04
"11,9,3",11,09,03,51,,11,09,03,110903,110903,110903,11;09;03
"11,9,2",11,09,02,49,,11,09,02,110902,110902,110902,11;09;02
"11,9,1",11,09,01,47,,11,09,01,110901,110901,110901,11;09;01
"11,9,0",11,09,00,44,,11,09,00,110900,110900,110900,11;09;00
"11,8,15",11,08,15,76,,11,08,15,110815,110815,110815,11;08;15
"11,8,14",11,08,14,73,,11,08,14,110814,110814,110814,11;08;14
"11,8,13",11,08,13,71,,11,08,13,110813,110813,110813,11;08;13
"11,8,12",11,08,12,69,,11,08,12,110812,110812,110812,11;08;12
"11,8,11",11,08,11,67,,11,08,11,110811,110811,110811,11;08;11
"11,8,10",11,08,10,64,,11,08,10,110810,110810,110810,11;08;10
"11,8,9",11,08,09,62,,11,08,09,110809,110809,110809,11;08;09
"11,8,8",11,08,08,60,,11,08,08,110808,110808,110808,11;08;08
"11,8,7",11,08,07,58,,11,08,07,110807,110807,110807,11;08;07
"11,8,6",11,08,06,56,,11,08,06,110806,110806,110806,11;08;06
"11,8,5",11,08,05,53,,11,08,05,110805,110805,110805,11;08;05
"11,8,4",11,08,04,51,,11,08,04,110804,110804,110804,11;08;04
"11,8,3",11,08,03,49,,11,08,03,110803,110803,110803,11;08;03
"11,8,2",11,08,02,47,,11,08,02,110802,110802,110802,11;08;02
"11,8,1",11,08,01,44,,11,08,01,110801,110801,110801,11;08;01
"11,8,0",11,08,00,42,,11,08,00,110800,110800,110800,11;08;00
"11,7,15",11,07,15,73,,11,07,15,110715,110715,110715,11;07;15
"11,7,14",11,07,14,71,,11,07,14,110714,110714,110714,11;07;14
"11,7,13",11,07,13,69,,11,07,13,110713,110713,110713,11;07;13
"11,7,12",11,07,12,67,,11,07,12,110712,110712,110712,11;07;12
"11,7,11",11,07,11,64,,11,07,11,110711,110711,110711,11;07;11
"11,7,10",11,07,10,62,,11,07,10,110710,110710,110710,11;07;10
"11,7,9",11,07,09,60,,11,07,09,110709,110709,110709,11;07;09
"11,7,8",11,07,08,58,,11,07,08,110708,110708,110708,11;07;08
"11,7,7",11,07,07,56,,11,07,07,110707,110707,110707,11;07;07
"11,7,6",11,07,06,53,,11,07,06,110706,110706,110706,11;07;06
"11,7,5",11,07,05,51,,11,07,05,110705,110705,110705,11;07;05
"11,7,4",11,07,04,49,,11,07,04,110704,110704,110704,11;07;04
"11,7,3",11,07,03,47,,11,07,03,110703,110703,110703,11;07;03
"11,7,2",11,07,02,44,,11,07,02,110702,110702,110702,11;07;02
"11,7,1",11,07,01,42,,11,07,01,110701,110701,110701,11;07;01
"11,7,0",11,07,00,40,,11,07,00,110700,110700,110700,11;07;00
"11,6,15",11,06,15,71,,11,06,15,110615,110615,110615,11;06;15
"11,6,14",11,06,14,69,,11,06,14,110614,110614,110614,11;06;14
"11,6,13",11,06,13,67,,11,06,13,110613,110613,110613,11;06;13
"11,6,12",11,06,12,64,,11,06,12,110612,110612,110612,11;06;12
"11,6,11",11,06,11,62,,11,06,11,110611,110611,110611,11;06;11
"11,6,10",11,06,10,60,,11,06,10,110610,110610,110610,11;06;10
"11,6,9",11,06,09,58,,11,06,09,110609,110609,110609,11;06;09
"11,6,8",11,06,08,56,,11,06,08,110608,110608,110608,11;06;08
"11,6,7",11,06,07,53,,11,06,07,110607,110607,110607,11;06;07
"11,6,6",11,06,06,51,,11,06,06,110606,110606,110606,11;06;06
"11,6,5",11,06,05,49,,11,06,05,110605,110605,110605,11;06;05
"11,6,4",11,06,04,47,,11,06,04,110604,110604,110604,11;06;04
"11,6,3",11,06,03,44,,11,06,03,110603,110603,110603,11;06;03
"11,6,2",11,06,02,42,,11,06,02,110602,110602,110602,11;06;02
"11,6,1",11,06,01,40,,11,06,01,110601,110601,110601,11;06;01
"11,6,0",11,06,00,38,,11,06,00,110600,110600,110600,11;06;00
"11,5,15",11,05,15,69,,11,05,15,110515,110515,110515,11;05;15
"11,5,14",11,05,14,67,,11,05,14,110514,110514,110514,11;05;14
"11,5,13",11,05,13,64,,11,05,13,110513,110513,110513,11;05;13
"11,5,12",11,05,12,62,,11,05,12,110512,110512,110512,11;05;12
"11,5,11",11,05,11,60,,11,05,11,110511,110511,110511,11;05;11
"11,5,10",11,05,10,58,,11,05,10,110510,110510,110510,11;05;10
"11,5,9",11,05,09,56,,11,05,09,110509,110509,110509,11;05;09
"11,5,8",11,05,08,53,,11,05,08,110508,110508,110508,11;05;08
"11,5,7",11,05,07,51,,11,05,07,110507,110507,110507,11;05;07
"11,5,6",11,05,06,49,,11,05,06,110506,110506,110506,11;05;06
"11,5,5",11,05,05,47,,11,05,05,110505,110505,110505,11;05;05
"11,5,4",11,05,04,44,,11,05,04,110504,110504,110504,11;05;04
"11,5,3",11,05,03,42,,11,05,03,110503,110503,110503,11;05;03
"11,5,2",11,05,02,40,,11,05,02,110502,110502,110502,11;05;02
"11,5,1",11,05,01,38,,11,05,01,110501,110501,110501,11;05;01
"11,5,0",11,05,00,36,,11,05,00,110500,110500,110500,11;05;00
"11,4,15",11,04,15,67,,11,04,15,110415,110415,110415,11;04;15
"11,4,14",11,04,14,64,,11,04,14,110414,110414,110414,11;04;14
"11,4,13",11,04,13,62,,11,04,13,110413,110413,110413,11;04;13
"11,4,12",11,04,12,60,,11,04,12,110412,110412,110412,11;04;12
"11,4,11",11,04,11,58,,11,04,11,110411,110411,110411,11;04;11
"11,4,10",11,04,10,56,,11,04,10,110410,110410,110410,11;04;10
"11,4,9",11,04,09,53,,11,04,09,110409,110409,110409,11;04;09
"11,4,8",11,04,08,51,,11,04,08,110408,110408,110408,11;04;08
"11,4,7",11,04,07,49,,11,04,07,110407,110407,110407,11;04;07
"11,4,6",11,04,06,47,,11,04,06,110406,110406,110406,11;04;06
"11,4,5",11,04,05,44,,11,04,05,110405,110405,110405,11;04;05
"11,4,4",11,04,04,42,,11,04,04,110404,110404,110404,11;04;04
"11,4,3",11,04,03,40,,11,04,03,110403,110403,110403,11;04;03
"11,4,2",11,04,02,38,,11,04,02,110402,110402,110402,11;04;02
"11,4,1",11,04,01,36,,11,04,01,110401,110401,110401,11;04;01
"11,4,0",11,04,00,33,,11,04,00,110400,110400,110400,11;04;00
"11,3,15",11,03,15,64,,11,03,15,110315,110315,110315,11;03;15
"11,3,14",11,03,14,62,,11,03,14,110314,110314,110314,11;03;14
"11,3,13",11,03,13,60,,11,03,13,110313,110313,110313,11;03;13
"11,3,12",11,03,12,58,,11,03,12,110312,110312,110312,11;03;12
"11,3,11",11,03,11,56,,11,03,11,110311,110311,110311,11;03;11
"11,3,10",11,03,10,53,,11,03,10,110310,110310,110310,11;03;10
"11,3,9",11,03,09,51,,11,03,09,110309,110309,110309,11;03;09
"11,3,8",11,03,08,49,,11,03,08,110308,110308,110308,11;03;08
"11,3,7",11,03,07,47,,11,03,07,110307,110307,110307,11;03;07
"11,3,6",11,03,06,44,,11,03,06,110306,110306,110306,11;03;06
"11,3,5",11,03,05,42,,11,03,05,110305,110305,110305,11;03;05
"11,3,4",11,03,04,40,,11,03,04,110304,110304,110304,11;03;04
"11,3,3",11,03,03,38,,11,03,03,110303,110303,110303,11;03;03
"11,3,2",11,03,02,36,,11,03,02,110302,110302,110302,11;03;02
"11,3,1",11,03,01,33,,11,03,01,110301,110301,110301,11;03;01
"11,3,0",11,03,00,31,,11,03,00,110300,110300,110300,11;03;00
"11,2,15",11,02,15,62,,11,02,15,110215,110215,110215,11;02;15
"11,2,14",11,02,14,60,,11,02,14,110214,110214,110214,11;02;14
"11,2,13",11,02,13,58,,11,02,13,110213,110213,110213,11;02;13
"11,2,12",11,02,12,56,,11,02,12,110212,110212,110212,11;02;12
"11,2,11",11,02,11,53,,11,02,11,110211,110211,110211,11;02;11
"11,2,10",11,02,10,51,,11,02,10,110210,110210,110210,11;02;10
"11,2,9",11,02,09,49,,11,02,09,110209,110209,110209,11;02;09
"11,2,8",11,02,08,47,,11,02,08,110208,110208,110208,11;02;08
"11,2,7",11,02,07,44,,11,02,07,110207,110207,110207,11;02;07
"11,2,6",11,02,06,42,,11,02,06,110206,110206,110206,11;02;06
"11,2,5",11,02,05,40,,11,02,05,110205,110205,110205,11;02;05
"11,2,4",11,02,04,38,,11,02,04,110204,110204,110204,11;02;04
"11,2,3",11,02,03,36,,11,02,03,110203,110203,110203,11;02;03
"11,2,2",11,02,02,33,,11,02,02,110202,110202,110202,11;02;02
"11,2,1",11,02,01,31,,11,02,01,110201,110201,110201,11;02;01
"11,2,0",11,02,00,29,,11,02,00,110200,110200,110200,11;02;00
"11,1,15",11,01,15,60,,11,01,15,110115,110115,110115,11;01;15
"11,1,14",11,01,14,58,,11,01,14,110114,110114,110114,11;01;14
"11,1,13",11,01,13,56,,11,01,13,110113,110113,110113,11;01;13
"11,1,12",11,01,12,53,,11,01,12,110112,110112,110112,11;01;12
"11,1,11",11,01,11,51,,11,01,11,110111,110111,110111,11;01;11
"11,1,10",11,01,10,49,,11,01,10,110110,110110,110110,11;01;10
"11,1,9",11,01,09,47,,11,01,09,110109,110109,110109,11;01;09
"11,1,8",11,01,08,44,,11,01,08,110108,110108,110108,11;01;08
"11,1,7",11,01,07,42,,11,01,07,110107,110107,110107,11;01;07
"11,1,6",11,01,06,40,,11,01,06,110106,110106,110106,11;01;06
"11,1,5",11,01,05,38,,11,01,05,110105,110105,110105,11;01;05
"11,1,4",11,01,04,36,,11,01,04,110104,110104,110104,11;01;04
"11,1,3",11,01,03,33,,11,01,03,110103,110103,110103,11;01;03
"11,1,2",11,01,02,31,,11,01,02,110102,110102,110102,11;01;02
"11,1,1",11,01,01,29,,11,01,01,110101,110101,110101,11;01;01
"11,1,0",11,01,00,27,,11,01,00,110100,110100,110100,11;01;00
"11,0,15",11,00,15,58,,11,00,15,110015,110015,110015,11;00;15
